Date,ON,1W,1M,2M,3M,6M,9M,1Y,2Y,3Y,5Y,7Y,10Y,15Y
7/21/2025,0.043594614,0.043714045,0.043948778,0.043900199,0.043551217,0.042197681,0.040850922,0.039543161,0.035863854,0.034884188,0.035237801,0.036455595,0.038322608,0.0407554
7/18/2025,0.043994818,0.043960003,0.043942213,0.043938165,0.043592365,0.042269398,0.040953787,0.039680194,0.036116834,0.035231278,0.035670766,0.036959317,0.03890374,0.041395524
7/17/2025,0.044000129,0.043990387,0.044014426,0.043998809,0.043703114,0.042381223,0.041045931,0.039747728,0.036239514,0.035385457,0.035824163,0.037062798,0.038930902,0.041358308
7/16/2025,0.044304251,0.044152943,0.04400456,0.044082204,0.043670385,0.042350742,0.041079878,0.039851764,0.036553342,0.035739302,0.036135748,0.03728474,0.039051795,0.041352492
7/15/2025,0.043898744,0.043888198,0.043968702,0.044050559,0.043704569,0.042350742,0.041160465,0.039946901,0.03659607,0.035767044,0.036045138,0.037159589,0.038921428,0.041242059
7/14/2025,0.043695992,0.043734673,0.043903692,0.043971296,0.043587511,0.042174117,0.040783251,0.03949035,0.036073255,0.035253545,0.035609479,0.036815665,0.038649675,0.041042557
7/11/2025,0.043690765,0.043714294,0.043836611,0.043901214,0.043541519,0.042170771,0.040823524,0.039566115,0.036245802,0.03542456,0.035712885,0.036836019,0.038586801,0.040869865
7/10/2025,0.043797369,0.04380224,0.043893222,0.043938059,0.04356507,0.042114695,0.040718399,0.039417799,0.03600719,0.03517177,0.035428513,0.036512578,0.038225006,0.040494966
7/9/2025,0.044000129,0.043944682,0.043925159,0.04395608,0.043540705,0.042169505,0.040775216,0.039491811,0.036122978,0.035313282,0.0356271,0.03674905,0.038509518,0.040799828
7/8/2025,0.043898744,0.043898898,0.043961803,0.04399699,0.043694786,0.04226563,0.040994552,0.039728882,0.036292681,0.035488413,0.03582864,0.036989981,0.038754739,0.041083852
7/7/2025,0.044101504,0.04400368,0.04389729,0.043944471,0.043659597,0.042266666,0.04086417,0.03955063,0.03606334,0.035202559,0.035508061,0.036622821,0.038368061,0.040633517
